image,width,height,used_by_pages
_cvclip0030.png,885,287,1
_cvclip0031.png,998,430,1
_cvclip0032.png,839,466,1
_cvclip0033.png,516,447,1
_cvclip0034.png,507,443,1
_cvclip0060.png,606,169,1
_cvclip0061.png,554,61,1
_declip0001.png,819,456,1
_declip0002.png,476,499,1
_declip0003.png,845,533,1
_declip0004.png,847,494,1
_declip0005.png,847,494,1
_declip0006.png,600,690,1
_declip0007.png,345,558,1
_declip0008.png,392,767,1
_declip0010.png,803,603,1
_declip0011.png,377,517,1
_declip0012.png,819,185,1
_declip0013_zoom50.png,426,452,1
_declip0014.png,859,494,1
_declip0015.png,890,581,1
_declip0016.png,833,341,1
_declip0017.png,627,372,1
_declip0018.png,999,243,1
_declip0019.png,790,595,1
_declip0020.png,495,243,1
_declip0021.png,1003,265,1
_declip0022.png,792,587,1
_declip0023.png,722,296,1
_declip0024.png,564,412,1
_declip0025.png,786,198,1
_declip0026.png,481,483,1
_declip0027.png,320,602,1
_declip0028.png,722,297,1
_declip0029.png,463,432,1
_declip0030.png,720,519,1
_declip0031.png,335,139,1
_declip0032.png,248,139,1
_declip0033.png,449,139,1
_declip0034.png,849,369,1
_declip0035.png,529,518,1
_declip0039.png,773,554,1
_declip0040.png,511,348,1
_declip0041.png,656,318,1
_declip0042.png,511,391,1
_declip0043.png,220,145,1
_declip0044.png,652,553,1
_declip0046.png,652,553,1
_declip0047.png,652,553,1
_declip0048.png,652,553,1
_declip0049.png,652,553,1
_declip0050.png,697,481,1
_declip0051.png,652,553,1
_declip0053.png,582,579,1
_declip0054.png,697,481,1
_declip0055.png,697,481,1
_declip0056.png,617,463,1
_declip0058.png,861,503,1
_declip0061.png,667,468,1
_declip0064.png,690,390,1
_declip0065.png,676,486,1
_declip0066.png,676,486,1
_declip0067.png,676,486,1
_declip0068.png,676,486,1
_declip0073.png,925,540,1
_declip0076.png,956,557,1
_declip0077.png,21,21,1
_declip0080.png,708,517,1
_declip0081.png,346,493,1
_declip0082.png,377,418,1
_declip0083.png,377,418,1
_declip0084.png,377,418,1
_declip0085.png,377,418,1
_declip0086.png,377,418,1
_declip0088.png,1002,576,1
_declip0089.png,591,629,1
_declip0090.png,351,372,1
_declip0091.png,126,28,2
_declip0092.png,361,441,1
_declip0093.png,501,444,1
_declip0094.png,916,603,1
_declip0095.png,479,256,1
_declip0096.png,601,628,1
_declip0097.png,449,160,1
_declip0098.png,127,58,1
_declip0099.png,768,96,1
_declip0100.png,780,95,1
_declip0101.png,444,31,1
_declip0102.png,634,506,1
_declip0103.png,567,364,1
_declip0104.png,985,330,1
_declip0105.png,624,389,1
_declip0106.png,985,787,1
_declip0107.png,702,492,1
_declip0108.png,700,557,1
_declip0109.png,554,159,1
_declip0110.png,547,161,1
_declip0111.png,488,161,1
_declip0112.png,418,161,1
_declip0113_zoom77.png,498,469,1
_declip0114.png,600,600,1
_declip0115.png,527,425,1
_declip0116.png,320,436,1
_diclip0001.png,885,706,2
_diclip0002.png,699,119,1
_diclip0003.png,901,282,1
_diclip0004.png,1106,570,2
_diclip0005.png,1175,403,2
_diclip0006.png,222,146,2
_diclip0007.png,549,353,1
_diclip0008.png,990,607,1
_diclip0009.png,698,529,1
_diclip0010.png,845,258,1
_diclip0011.png,811,284,1
_diclip0012.png,343,166,1
_diclip0013.png,559,148,1
_diclip0015.png,345,174,1
_diclip0022.png,1270,687,2
_diclip0023.png,1083,831,2
_diclip0024.png,509,139,1
_diclip0025.png,278,139,1
_diclip0027.png,493,430,2
_diclip0028.png,603,806,1
_diclip0031.png,277,138,1
_diclip0033.png,910,436,1
_diclip0034.png,611,400,1
_diclip0035.png,549,352,2
_diclip00354.png,826,479,4
_diclip0036.png,342,530,1
_diclip0037.png,441,315,1
_diclip0038.png,439,314,1
_diclip0039.png,549,223,1
_diclip0040.png,549,250,1
_diclip0041.png,846,819,1
_diclip0042.png,826,185,1
_diclip0043.png,346,265,1
_diclip0044.png,549,223,1
_diclip0045.png,745,456,1
_dlclip00011.png,376,137,1
_dlclip00012.png,376,129,1
_dlclip00013.png,973,576,1
_dlclip00014.png,893,270,1
_dlclip00018.png,218,125,1
_dlclip00019.png,376,137,1
_dlclip00020.png,218,100,1
_dlclip00021.png,218,65,1
_dlclip00022.png,376,137,1
_dlclip00024.png,218,183,1
_dlclip00025.png,218,183,1
_dlclip00027.png,442,135,1
_dlclip00028.png,873,510,1
_dlclip00029.png,938,510,1
_dlclip0003.png,449,143,1
_dlclip00030.png,832,755,1
_dlclip00031.png,925,430,1
_dlclip00032.png,697,87,1
_dlclip00033.png,866,603,1
_dlclip00034.png,645,210,1
_dlclip00035.png,376,137,1
_dlclip00036.png,496,273,1
_dlclip00037.png,605,194,1
_dlclip00038.png,358,145,2
_dlclip0004.png,376,137,2
_dlclip00042.png,510,413,1
_dlclip00044.png,722,368,1
_dlclip00048.png,1146,599,1
_dlclip00049.png,988,557,1
_dlclip0005.png,320,108,1
_dlclip00050.png,988,557,1
_dlclip00052.png,907,688,1
_dlclip00053.png,1008,448,1
_dlclip00055.png,1003,572,1
_dlclip00056.png,814,738,1
_dlclip00057.png,988,617,1
_dlclip00058.png,287,204,1
_dlclip00059.png,1092,681,1
_dlclip00063.png,848,649,1
_dlclip00064_zoom50.png,538,428,1
_dlclip00065_zoom50.png,446,782,1
_dlclip00066_zoom50.png,391,790,1
_dlclip0007.png,751,171,1
_dlclip0009.png,499,167,2
_dlclip00179.png,511,427,1
_dlclip00180.png,780,530,1
_dlclip00181.png,918,317,1
_dlclip00182.png,196,60,1
_dlclip00183.png,730,173,1
_dlclip00184.png,473,67,1
_dlclip00185.png,184,105,1
_dlclip00186.png,361,282,1
_dlclip00187.png,1001,682,1
_dlclip00188.png,326,745,1
_dlclip00189.png,258,142,1
_dlclip00190.png,384,82,1
_dlclip00191.png,386,84,1
_dlclip00192.png,389,84,1
_dlclip00193.png,421,80,1
_dlclip00194.png,490,413,1
_dlclip00195.png,956,366,1
_dlclip00196.png,363,244,1
_dlclip00197.png,985,173,1
_dlclip00198.png,702,159,1
_dlclip00199.png,985,145,1
_dlclip00200.png,880,140,1
_dlclip00201.png,533,107,1
_dlclip00202.png,534,107,1
_dlclip00203.png,128,108,1
_dlclip00204.png,542,197,1
_dlclip00205.png,690,371,1
_dlclip00206.png,694,300,1
_dlclip00207.png,260,61,1
_dlclip00208.png,547,604,1
_dlclip00209.png,499,391,1
_dlclip00210.png,712,447,1
_dlclip00211.png,336,171,1
_dlclip00212.png,169,35,1
_dlclip00213.png,497,259,1
_dlclip00214.png,139,39,1
_dlclip00215.png,405,300,1
_dlclip00216.png,82,33,1
_dlclip00217.png,832,489,1
_dlclip00218.png,832,489,1
_dlclip00219.png,832,489,1
_dlclip00220.png,1230,495,1
_dlclip00221.png,832,489,1
_dlclip00222.png,832,489,1
_dlclip00223.png,832,489,1
_dlclip00224.png,832,489,1
_dlclip00225.png,326,359,1
_dlclip00226.png,830,131,1
_dlclip00227.png,410,367,1
_dlclip00229.png,69,26,1
_dlclip00230.png,1084,648,1
_dlclip00231.png,392,269,1
_dlclip00232.png,449,324,1
_dlclip00233.png,268,193,1
_dlclip00234.png,830,300,1
_dlclip00235.png,145,144,1
_dlclip00236.png,865,682,1
_dlclip00237.png,864,539,1
_dlclip00238.png,325,485,1
_dlclip00239.png,631,289,1
_dlclip00240.png,538,417,1
_dlclip0071.png,751,222,1
_dlclip0072.png,751,222,1
_dlclip0073.png,751,222,1
_dlclip0074.png,751,222,1
_dlclip0075.png,835,191,1
_dlclip0076.png,835,191,1
_dlclip0081.png,574,461,1
_dlclip0082.png,973,526,1
_dlclip0083.png,973,530,1
_dlclip0084.png,1110,517,1
_dlclip0085.png,972,230,1
_dlclip0086.png,930,471,1
_dlclip0087.png,867,329,1
_dlclip0099.png,1184,557,1
_dlclip0100.png,1326,577,1
_dlclip0101.png,853,445,1
_dlclip0102.png,851,445,1
_dlclip0103.png,1006,445,1
_dlclip0104.png,336,245,1
_dlclip0105_zoom50.png,176,419,1
_dlclip0109.png,793,738,1
_dlclip0111.png,795,177,1
_dlclip0112.png,898,523,1
_dlclip0114.png,817,379,1
_dlclip0115.png,1138,507,1
_dlclip0116.png,1138,380,1
_dlclip0117.png,1042,519,1
_dlclip0118.png,1200,284,1
_dlclip0119.png,1138,531,1
_dlclip0121.png,1382,581,1
_dlclip0122.png,1138,507,1
_dlclip0123.png,1196,390,1
_dlclip0124_zoom25.png,273,161,1
_dlclip0125.png,395,177,1
_dlclip0126.png,633,57,1
_dlclip0127.png,793,114,1
_dlclip0128.png,413,35,1
_dlclip0129.png,442,120,1
_dlclip0130.png,403,442,1
_dlclip0132.png,763,444,1
_dlclip0133.png,578,99,1
_dlclip0134.png,1033,137,1
_dlclip0135.png,1036,95,1
_dlclip0137.png,810,470,1
_dlclip0138.png,578,218,1
_dlclip0139.png,287,87,1
_dlclip0140_zoom50.png,545,295,1
_dlclip0141.png,391,158,1
_dlclip0142.png,796,219,1
_dlclip0143.png,156,237,1
_dlclip0144.png,252,77,1
_dlclip0145.png,150,117,1
_dlclip0146.png,453,329,1
_dlclip0147.png,278,33,1
_dlclip0148.png,262,82,1
_dlclip0149.png,248,70,1
_dlclip0150.png,775,581,1
_dlclip0151.png,1251,483,1
_dlclip0153.png,956,367,1
_dlclip0154.png,956,364,1
_dlclip0155.png,957,368,1
_dlclip0156.png,955,366,1
_dlclip0157.png,955,366,1
_dlclip0158.png,955,366,1
_dlclip0159.png,327,101,1
_dlclip0160.png,323,99,1
_dlclip0161.png,326,43,1
_dlclip0162.png,1198,539,1
_dlclip0165.png,956,367,1
_dlclip0166.png,970,366,1
_dlclip0167.png,587,189,1
_dlclip0168.png,309,379,1
_dlclip0169.png,309,380,1
_dlclip0170.png,307,380,1
_dlclip0172.png,806,381,1
_dlclip0173.png,350,519,1
_dlclip0174.png,907,688,1
_dlclip0175.png,988,557,1
_dlclip0176.png,953,326,1
_dlclip0177.png,837,142,1
_dlclip0178.png,833,496,1
_dsaclip0001.png,341,588,1
_dsaclip0003.png,722,326,4
_dsaclip0005.png,751,193,4
_dsaclip0026.png,522,401,1
_dsaclip0028.png,1164,760,1
_dsaclip0029.png,1073,677,1
_dsaclip0030.png,1073,677,1
_dsaclip0031.png,1073,677,1
_dsaclip0032.png,1073,677,1
_dsaclip0033.png,625,374,1
_dsaclip0034.png,388,285,4
_dsaclip0035.png,625,293,1
_dsaclip0036.png,1139,775,1
_dsaclip0037.png,1049,691,1
_dsaclip0038.png,1026,167,1
_dsaclip0039.png,511,138,1
_dsaclip0040.png,508,140,1
_dsaclip0041.png,1165,760,1
_dsaclip0042.png,1075,676,1
_dsaclip0043.png,1075,676,1
_dsaclip0044.png,1075,676,1
_dsaclip0045.png,1075,676,1
_dsaclip0046.png,625,374,1
_dsaclip0047.png,623,327,1
_dsaclip0048.png,1163,761,1
_dsaclip0049.png,1072,677,1
_dsaclip0050.png,1072,676,1
_dsaclip0051.png,1072,677,1
_dsaclip0052.png,1072,677,1
_dsaclip0053.png,428,593,1
_dsaclip0054.png,713,334,1
_dsaclip0055.png,844,438,1
_dsaclip0056.png,602,215,1
_dsaclip0057.png,481,217,1
_dsaclip0058.png,832,489,1
_dsaclip0059.png,832,489,1
_dsaclip0060.png,1227,495,1
_dsaclip0061.png,832,489,1
_dsaclip0062.png,832,489,1
_dsaclip0063.png,832,489,1
_dsaclip0064.png,832,489,1
_dsaclip0065.png,350,435,1
_dsaclip0066.png,631,250,1
_dsclip0001.png,618,669,1
_dsclip0003.png,1106,490,1
_dsclip0004.png,951,578,1
_dsclip0005.png,565,100,1
_dsclip0007.png,720,492,1
_dsclip0008.png,723,474,1
_dsclip0009.png,586,281,1
_dsclip0010.png,910,429,1
_dsclip0011.png,801,601,1
_dsclip0012.png,1057,561,1
_dsclip0013.png,506,211,1
_dsclip0014.png,707,336,2
_dsclip0015.png,492,344,1
_dsclip0016_zoom83.png,830,547,1
_dsclip0017.png,452,158,1
_dsclip0018.png,583,622,1
_dsclip0019.png,601,453,1
_dsclip0020.png,779,489,1
_dsclip0021.png,1044,266,1
_dsclip0022.png,240,153,1
_dvclip0009.png,337,492,1
_dvclip0016.png,880,601,1
_dvclip0017.png,162,387,1
_dvclip0019.png,234,218,1
_dvclip0020.png,547,62,1
_dvclip0023.png,1107,556,1
_dvclip0024.png,953,711,1
_dvclip0025.png,718,508,1
_dvclip0026.png,761,540,1
_dvclip0027.png,158,69,1
_dvclip0028.png,169,194,1
_dvclip0029.png,159,285,1
_dvclip0030.png,848,603,1
_dvclip0031.png,847,605,1
_dvclip0032.png,847,605,1
_dvclip0033.png,1055,717,1
_dvclip0036.png,1107,770,1
_dvclip0037.png,847,606,1
_dvclip0038.png,345,166,1
_eeimage10.png,726,140,1
_eeimage11.png,346,311,1
_eeimage12_zoom50.png,630,445,1
_eeimage13.png,738,245,1
_eeimage14.png,564,440,1
_eeimage15.png,142,40,1
_eeimage16_zoom50.png,616,245,1
_eeimage17.png,353,113,1
_eeimage18.png,345,114,1
_eeimage19_zoom75.png,923,134,1
_eeimage1_zoom50.png,730,296,1
_eeimage2.png,483,180,1
_eeimage20.png,245,110,1
_eeimage21.png,335,92,1
_eeimage22.png,278,69,1
_eeimage23.png,681,306,1
_eeimage24.png,678,300,1
_eeimage25.png,542,259,1
_eeimage26.png,543,259,1
_eeimage27.png,546,300,1
_eeimage28_zoom75.png,922,362,1
_eeimage29.png,250,172,1
_eeimage3.png,383,355,1
_eeimage30.png,437,96,1
_eeimage31.png,453,156,1
_eeimage32.png,527,161,1
_eeimage33_zoom50.png,619,426,1
_eeimage34_zoom50.png,542,501,1
_eeimage35.png,366,80,1
_eeimage4.png,726,166,1
_eeimage5.png,420,58,1
_eeimage6.png,366,166,1
_eeimage7.png,731,461,1
_eeimage8.png,286,634,1
_eeimage9.png,670,162,1
_eercclip0001.png,472,394,1
_eercclip0002.png,532,348,1
_eercclip0003.png,653,632,1
_eercclip0004.png,538,762,1
_eercclip0005.png,599,600,1
_eercclip0006.png,635,494,1
_eercclip0007.png,905,377,1
_eercclip0009.png,596,550,1
_eercclip0010.png,675,455,1
_eercclip0011.png,1023,593,1
_eercclip0012.png,598,551,1
_eercclip0013.png,793,455,1
_eercclip0014.png,1071,577,1
_eercclip0016.png,30,30,2
_encclip0001.png,575,597,2
_encclip0002.png,575,597,1
_encclip0003.png,575,597,1
_encclip0004.png,575,597,1
_encclip0005.png,497,457,1
_encclip0006.png,579,572,1
_encclip0007.png,497,457,1
_encclip0009.png,576,538,1
_encclip0010.png,497,401,1
_encclip0011.png,576,499,1
_encclip0012.png,497,401,1
_encclip0013.png,576,522,1
_encclip0014.png,497,401,1
_encclip0015.png,576,522,1
_encclip0016.png,497,401,1
_encclip0017.png,497,401,1
_encclip0018.png,575,594,1
_encclip0019.png,576,499,1
_encclip0020.png,497,401,1
_encclip0021.png,29,29,7
_encclip0021_zoom50.png,14,14,1
_encclip0022.png,778,620,1
_encclip0023.png,575,658,1
_encclip0024.png,575,658,1
_encclip0025.png,575,658,1
_encclip0026.png,575,658,1
_encclip0027.png,575,658,1
_encclip0028.png,575,658,1
_encclip0029.png,575,658,1
_encclip0030.png,575,658,1
_encclip0031.png,575,658,1
_encclip0032.png,575,658,1
_encclip0033.png,575,658,1
_encclip0034.png,822,702,1
_flclip0001_zoom50.png,606,430,1
_flclip0003.png,744,264,1
_flclip0004.png,1088,390,1
_flclip0005.png,759,403,1
_flclip0006.png,699,293,1
_flclip0007.png,802,787,2
_flclip0008.png,547,500,1
_flclip0009.png,531,520,1
_flclip0010.png,700,565,1
_flclip0011.png,470,334,1
_flclip0012.png,576,427,1
_flclip0013.png,1071,517,1
_flclip0014.png,609,341,1
_flclip0015.png,615,398,1
_flclip0016.png,698,240,1
_ftaclip00056.png,837,338,1
_ftaclip00058.png,726,477,1
_ftaclip00059.png,1050,627,1
_ftaclip00060.png,1035,424,1
_ftaclip00061.png,539,393,1
_ftaclip00062.png,312,143,1
_ftaclip00063.png,1237,412,1
_ftaclip00064.png,1136,412,1
_ftaclip00065.png,1004,640,1
_ftaclip00067.png,718,216,1
_ftaclip00069.png,788,147,1
_ftaclip00070.png,794,255,1
_ftaclip00071.png,811,86,1
_ftaclip00072.png,1004,427,1
_ftaclip00073.png,1047,383,1
_ftaclip00074.png,1047,383,1
_ftaclip00075.png,1030,383,1
_ftaclip00076.png,1030,388,1
_ftaclip00078.png,863,413,1
_ftaclip00079.png,945,420,1
_ftaclip00080.png,913,418,1
_ftaclip00081.png,864,420,2
_ftaclip00082.png,967,420,1
_ftaclip00083.png,858,416,1
_ftaclip00084.png,863,420,1
_ftaclip00085.png,862,523,1
_ftaclip00086.png,780,549,1
_ftaclip00087.png,772,361,1
_ftaclip00088.png,1055,639,1
_ftaclip00089.png,758,148,1
_ftaclip00090.png,780,548,1
_ftaclip00091.png,779,406,1
_ftaclip00092.png,983,617,1
_ftaclip00093.png,763,113,1
_ftaclip00094.png,860,482,1
_ftaclip00095.png,854,485,1
_ftaclip00096.png,857,218,1
_ftaclip00097.png,854,487,1
_ftaclip00098.png,842,487,1
_ftaclip00099.png,881,182,1
_ftaclip00100.png,1133,639,1
_ftaclip00101.png,1034,395,1
_ftaclip00102.png,633,606,1
_ftaclip00103.png,589,603,1
_ftaclip00104.png,14,18,4
_ftaclip00105.png,675,293,1
_ftaclip00106.png,718,350,1
_ftaclip00107.png,740,384,1
_ftaclip00108.png,735,378,1
_ftaclip0017.png,844,532,1
_ftaclip0018.png,865,670,1
_ftaclip0020.png,377,192,1
_ftaclip0042.png,94,42,1
_ftaclip0043.png,63,23,1
_ftaclip0044.png,69,34,1
_ftaclip0045.png,153,46,1
_ftaclip0046.png,240,47,1
_ftaclip0047.png,143,40,1
_ftaclip0048.png,260,59,1
_ftaclip0049.png,138,48,1
_ftaclip0050.png,155,45,1
_ftaclip0051.png,176,43,1
_ftaclip0052.png,244,41,1
_ftaclip0053.png,261,46,1
_ftaclip0054.png,88,41,1
_geclip0001.png,361,417,1
_geoclip00046.png,772,661,1
_geoclip00049.png,525,265,1
_geoclip00050.png,772,288,1
_geoclip00077.png,545,325,1
_geoclip00078.png,499,394,1
_geoclip00079.png,499,394,1
_geoclip00081.png,951,244,1
_geoclip00082.png,960,656,1
_geoclip00083.png,494,257,1
_geoclip00084.png,1210,723,1
_geoclip00086.png,925,187,1
_geoclip00087.png,565,398,1
_geoclip00088.png,616,389,1
_geoclip00092.png,1097,687,1
_geoclip00093.png,1180,574,1
_geoclip00095.png,951,457,1
_geoclip00100.png,1045,568,2
_geoclip00102.png,1350,632,1
_geoclip00103.png,1187,633,1
_geoclip00104.png,1049,632,1
_geoclip00105.png,792,331,1
_geoclip00106.png,852,421,1
_geoclip00107.png,1208,824,1
_geoclip00108.png,1044,323,1
_geoclip00109.png,1045,306,1
_geoclip00110_zoom65.png,833,551,1
_geoclip00111.png,630,484,1
_geoclip00112.png,630,484,1
_geoclip00113.png,894,484,1
_geoclip00114.png,894,484,1
_geoclip00115.png,894,484,1
_geoclip00118.png,1110,484,1
_geoclip00119.png,630,484,1
_geoclip00120.png,630,484,1
_geoclip00121.png,630,484,1
_geoclip00122.png,630,484,1
_geoclip00123.png,630,484,1
_geoclip00125.png,894,484,1
_geoclip00127.png,894,484,1
_geoclip00128.png,1264,752,1
_geoclip00129.png,894,484,1
_geoclip00131.png,894,484,1
_geoclip00132.png,894,484,1
_geoclip00134.png,894,484,1
_geoclip00139.png,1412,806,1
_geoclip00140.png,1376,484,1
_geoclip00141.png,1107,484,1
_geoclip00142.png,630,484,1
_geoclip00143.png,630,484,1
_geoclip00144.png,630,484,1
_geoclip00145.png,630,484,1
_geoclip00146.png,630,484,1
_geoclip00147.png,630,484,1
_geoclip00148.png,630,484,1
_geoclip00149.png,630,484,1
_geoclip00150.png,894,484,1
_geoclip00151.png,894,484,1
_geoclip00154.png,894,484,1
_geoclip00155.png,894,484,1
_geoclip00156.png,684,451,1
_geoclip00157.png,880,567,1
_geoclip00190.png,894,484,1
_gsclip0001.png,964,724,1
_gsclip0002.png,463,263,1
_gsclip0003.png,498,274,1
_gsclip0004.png,757,293,1
_gsclip0005.png,504,389,1
_gsclip0006.png,758,292,1
_gsclip0007_zoom83.png,1037,505,1
_gsclip0008.png,865,541,1
_gsclip0009.png,1123,565,1
_gsclip0010.png,1119,877,1
_gsclip0011_zoom60.png,759,595,1
_gsclip0012.png,193,51,1
_gsclip0013.png,854,635,1
_gsclip0014.png,839,330,1
_gsclip0015.png,855,649,1
_gsclip0016_zoom86.png,860,409,1
_gsclip0017.png,376,173,1
_gsclip0018.png,479,68,1
_gsclip0019.png,285,161,1
_gsclip0020.png,488,308,1
_gsclip0021.png,538,214,1
_gsclip0022.png,180,45,1
_gsclip0023.png,182,46,1
_gsclip0024.png,182,47,1
_gsclip0025.png,468,218,1
_gsclip0026.png,534,205,1
_gsclip0027.png,287,630,1
_gsclip0028.png,203,288,1
_gsclip0029.png,287,67,1
_gsclip0030.png,287,67,1
_gsclip0031.png,287,67,1
_gsclip0032.png,287,67,1
_gsclip0033.png,482,32,1
_gsclip0034.png,482,32,1
_gsclip0035.png,482,32,1
_gsclip0036.png,485,32,1
_gsclip0037.png,482,32,1
_gsclip0038.png,482,32,1
_gsclip0039.png,482,32,1
_gsclip0040.png,482,32,1
_gsclip0041.png,503,149,1
_gsclip0042.png,504,86,1
_gsclip0043.png,482,32,1
_gsclip0044.png,566,394,1
_gsclip0045.png,605,151,1
_gsclip0046.png,226,366,1
_gsclip0047.png,741,628,1
_gsclip0048.png,317,109,1
_gsclip0049.png,333,282,1
_gsclip0050.png,995,339,1
_gsclip0051.png,633,420,1
_gsclip0052.png,591,638,1
_gsclip0053.png,1018,614,1
_gsclip0054.png,668,228,1
_gsclip0055.png,508,142,1
_gsclip0056.png,465,296,1
_gsclip0057_zoom88.png,835,287,1
_gsclip0058.png,784,379,1
_gsclip0059.png,787,364,1
_gsclip0060.png,785,366,1
_gsclip0061.png,786,341,1
_gsclip0062.png,784,693,1
_gsclip0063.png,671,558,1
_gsclip0064.png,671,566,1
_gwmclip0001.png,747,565,1
_gwmclip0002.png,440,230,1
_gwmclip0003.png,566,215,1
_gwmclip0004.png,694,640,1
_gwmclip0005.png,694,711,1
_gwmclip0006.png,1000,566,1
_gwmclip0007.png,998,565,1
_gwmclip0008.png,783,436,1
_hfuclip0001.png,883,371,1
_hfuclip0002.png,641,545,1
_hfuclip0003.png,857,560,1
_hfuclip0004.png,589,234,1
_hfuclip0005.png,482,131,1
_hfuclip0006.png,797,390,1
_hfuclip0007.png,487,487,1
_hfuclip0008.png,637,509,1
_hfuclip0009.png,254,96,1
_hfuclip0010.png,511,191,1
_hfuclip0011.png,732,462,1
_hfuclip0012.png,589,150,1
_hfuclip0013.png,665,576,1
_hfuclip0014.png,201,77,1
_hfuclip0015.png,222,86,1
_hfuclip0016.png,162,83,1
_hfuclip0017.png,127,61,1
_hfuclip0018.png,143,77,1
_hfuclip0019.png,267,39,1
_hfuclip0020.png,857,560,1
_hfuclip0021.png,589,210,1
_hfuclip0022.png,469,131,1
_hfuclip0023.png,797,383,1
_hfuclip0024.png,474,507,1
_hfuclip0025.png,637,509,1
_hfuclip0026.png,254,96,1
_hfuclip0027.png,595,202,1
_hfuclip0028.png,732,462,1
_hfuclip0029.png,589,137,1
_hfuclip0030.png,665,576,1
_hfuclip0031.png,857,560,1
_hfuclip0032.png,589,220,1
_hfuclip0033.png,482,127,1
_hfuclip0034.png,797,388,1
_hfuclip0035.png,533,532,1
_hfuclip0036.png,637,509,1
_hfuclip0037.png,254,96,1
_hfuclip0038.png,595,202,1
_hfuclip0039.png,732,462,1
_hfuclip0040.png,589,137,1
_hfuclip0041.png,665,576,1
_hfuclip0042.png,867,572,1
_hfuclip0043.png,404,73,1
_hfuclip0044.png,589,161,1
_hfuclip0045.png,479,87,1
_hfuclip0046.png,797,340,1
_hfuclip0047.png,637,509,1
_hfuclip0048.png,254,96,1
_hfuclip0049.png,744,185,1
_hfuclip0050.png,813,428,1
_hfuclip0051.png,589,235,1
_hfuclip0052.png,637,509,1
_hfuclip0053.png,637,509,1
_hfuclip0054.png,626,29,1
_hfuclip0055.png,374,75,1
_hsclip0001.png,255,56,1
_hsclip0003.png,1349,529,1
_hsclip0004_zoom50.png,553,270,1
_hsclip0005_zoom50.png,524,253,1
_hsclip0006_zoom50.png,524,253,1
_hsclip0007_zoom50.png,449,332,1
_hsclip0008_zoom50.png,239,251,1
_hsclip0009.png,479,516,1
_hsclip0010_zoom50.png,488,253,1
_hsclip0012_zoom50.png,353,238,1
_hsclip0013_zoom50.png,260,238,1
_hsclip0015.png,392,408,1
_hsclip0017.png,231,630,1
_hsclip0019_zoom50.png,329,344,1
_hsclip0020_zoom50.png,329,344,1
_hsclip0021_zoom50.png,388,236,1
_hsclip0022_zoom50.png,403,236,1
_hsclip0023_zoom50.png,403,236,1
_hsclip0024_zoom50.png,402,236,1
_hsclip0025_zoom50.png,478,236,1
_hsclip0027_zoom50.png,478,236,1
_hsclip0028_zoom50.png,318,212,1
_hsclip0030_zoom50.png,514,305,1
_hsclip0031_zoom50.png,400,206,1
_hsclip0032.png,709,108,1
_hsclip0033.png,813,572,1
_hsclip0034.png,814,577,1
_hsclip0041.png,967,375,1
_hsclip0042.png,1163,595,1
_hsclip0043.png,916,478,1
_hsclip0044_zoom50.png,504,239,1
_hsclip0045.png,481,518,1
_hsclip0046_zoom50.png,489,239,1
_hsclip0047_zoom50.png,494,240,1
_hsclip0048.png,829,158,1
_hsclip0049_zoom50.png,354,70,1
_hsclip0050_zoom50.png,370,91,1
_hsclip0051_zoom50.png,371,148,1
_hsclip0052_zoom50.png,371,86,1
_hsclip0055_zoom50.png,456,212,1
_hsclip0056.png,808,310,1
_hsclip0057.png,812,310,1
_hsclip0058.png,1138,486,1
_hsclip0059.png,1052,496,1
_hsclip0060_zoom50.png,329,344,1
_hsclip0061_zoom50.png,208,109,1
_hsclip0062.png,499,167,1
_hsclip0063.png,349,76,1
_hsclip0064.png,349,54,1
_hsclip0065.png,165,69,1
_hsclip0066.png,662,478,1
_hsclip0067.png,349,98,1
_hsclip0068.png,165,69,1
_hsclip0069.png,662,478,1
_hsclip0070.png,165,69,1
_hsclip0071.png,662,478,1
_hsclip0072.png,662,478,1
_hsclip0073.png,450,149,1
_hsclip0074_zoom75.png,496,359,1
_hsclip0075_zoom75.png,496,359,1
_hsclip0076.png,349,98,1
_hsclip0077_zoom75.png,413,327,1
_hsclip0078_zoom75.png,643,176,1
_hsclip0079_zoom75.png,634,179,1
_hsclip0080_zoom75.png,295,349,1
_hsclip0081.png,860,134,1
_hsclip0082.png,349,98,1
_hsclip0083.png,662,477,1
_hsclip0084.png,197,67,1
_hsclip0085.png,181,69,1
_hsclip0086_zoom75.png,354,374,1
_hsclip0087_zoom75.png,176,372,1
_hsclip0088_zoom75.png,368,358,1
_hsclip0089.png,271,167,1
_hsclip0090.png,846,394,1
_hsclip0091.png,442,207,1
_hsclip0092.png,1290,653,1
_iaclip00010.png,515,145,2
_iaclip00011.png,522,272,2
_iaclip00012.png,771,263,1
_iaclip00012_zoom50.png,386,132,1
_iaclip00015.png,560,281,1
_iaclip00015_zoom50.png,280,140,1
_iaclip00017.png,503,335,3
_iaclip00018_zoom80.png,787,382,1
_iaclip00019.png,1210,575,2
_iaclip00020_zoom90.png,773,440,1
_iaclip00021_zoom90.png,438,402,1
_iaclip00023.png,1054,423,1
_iaclip00023_zoom50.png,527,212,1
_iaclip00024.png,1112,428,2
_iaclip00025.png,973,472,2
_iaclip00026.png,1055,468,1
_iaclip00026_zoom85.png,897,398,1
_iaclip00027.png,1111,552,1
_iaclip00027_zoom85.png,944,469,1
